UNITID,TUITIONFEE_IN,TUITIONFEE_OUT,AVGFACSAL,INEXPFTE,ENDOWBEGIN,ENDOWEND
217624,13140,13140,4676,5220,NA,NA
217633,23750,23750,5866,5479,37847840,40530638
217688,22840,22840,6057,6179,15097745,16932877
217712,4060,8812,5507,4674,385959,401135
217721,18288,18288,5670,4074,20996052,21826278
217749,14220,14220,4185,6692,NA,NA
217776,22950,22950,5282,6302,4261138,4458027
217794,NA,NA,NA,5238,NA,NA
217819,10981,27971,8182,8994,67392448,74371576
217828,NA,NA,NA,1164,NA,NA
217837,3726,6342,3893,4622,NA,NA
217864,11098,30706,8359,9361,216686367,244542668
217873,15010,15010,6292,7699,21707470,24759035
217882,13446,31462,10159,11952,518605638,836151997
217891,5320,5320,2880,2925,638056,914929
217907,25536,25536,5302,6067,24752013,28402745
217925,19480,19480,4515,6594,4498124,4508717
217934,27350,27350,6176,8566,22885111,22812077
217961,16500,16500,6278,6560,78236360,80222726
217989,2734,5158,4558,2044,NA,NA
217998,31580,31580,5584,7868,38994185,39841555
218025,3934,6022,5721,4478,831318,654006
218043,9420,9420,3984,4506,NA,NA
218061,9738,19004,7396,8702,24221794,27416336
218070,44668,44668,9064,18080,592996843,650034650
218113,4094,8438,7058,5740,4343039,4975121
218140,3854,6294,5630,4362,2374608,2424608
218159,NA,NA,NA,10618,NA,NA
218195,NA,NA,NA,11975,NA,NA
218229,10418,19738,5876,5161,13641753,15908038
218238,23000,23000,5062,5196,14070840,16075592
218265,NA,NA,6941,20889,22684497,24442487
218335,NA,NA,10256,39537,272318893,312580019
218353,3886,11230,6094,5260,4003535,4197637
218399,12317,12317,5028,9093,13563002,13972187
218414,24300,24300,5255,6619,21526707,16116536
218441,15510,15510,5737,5010,20918556,26137822
218487,3925,6637,4936,5640,188516,190776
218520,3908,5660,5088,4113,803934,795564
218539,34828,34828,7554,10008,83445435,92030809
218645,9602,18926,6533,6588,442871,22705067
218654,9404,19424,6418,6669,79000,4175969
218663,11158,29440,9726,10729,409022455,484082093
218672,6686,16130,5309,5936,5059815,7376700
218681,6686,16130,5389,5218,0,1698371
218690,6686,16130,5701,5854,93030,3688929
218706,6686,16130,6004,5762,0,1193710
218724,10320,23660,7439,8475,25583445,27881781
218733,10007,19856,6927,9363,807333,764691
218742,10518,20868,6268,6624,6736467,7657770
218751,NA,NA,4469,10663,509165,558325
218821,15930,15930,5670,3776,18857216,21501420
218830,3940,7956,5275,4572,NA,NA
218858,4345,7405,5224,5742,251664,249712
218867,NA,NA,NA,5498,NA,NA
218885,3852,8568,4938,5060,17879964,20447807
218894,3942,7434,5450,4529,4035229,4582687
218919,10780,10780,4213,7954,5886000,6473559
218955,3756,7260,4094,4692,5000,5030
218964,14082,27008,7402,8526,36273283,42924353
218973,37120,37120,7930,10695,167509297,191830918
218991,4241,9137,5476,4815,3900967,3416109
219000,29214,29214,6531,10732,61533887,66548932
219037,NA,NA,NA,5878,NA,NA
219046,7617,10097,6957,5968,9173568,9320757
219055,12204,12204,4828,2946,153845,134268
219082,7506,9986,7242,8374,8363056,9794185
219091,23650,23650,5569,5512,23414162,25566021
219125,NA,NA,NA,3138,NA,NA
219143,4930,4930,5164,5615,1882692,2242527
219170,NA,NA,NA,9227,NA,NA
219189,5072,5072,5140,6844,714631,1165020
219198,22892,22892,5788,7255,17011486,19689207
219204,13287,13287,5297,5067,NA,NA
219213,12675,12675,3859,2902,NA,NA
219240,NA,NA,6039,7276,1294146,1489661
219259,7563,10042,6897,6889,32956466,26551237
219277,2588,2588,5303,7740,39043456,45805699
219295,17875,17875,4809,5930,10682323,11455031
219338,NA,NA,NA,5896,NA,NA
219347,10040,13560,9124,10832,48300926,54892075
219356,7713,10485,7698,7951,95961474,102875539
219374,3154,3154,4035,4619,2711471,2766002
219383,25480,25480,6205,6919,22967670,25979887
219392,NA,NA,NA,4717,NA,NA
219408,4410,4410,4148,3622,2101884,2218477
219426,4728,4728,5989,5192,912909,1082783
219453,NA,NA,NA,4036,NA,NA
219471,8022,10794,7406,9166,182335563,210205498
219480,5960,5960,4122,4944,12530,32069
219505,9610,9610,3771,1779,1738815,2101146
219578,20550,20550,5512,10033,8925786,15990168
219587,NA,NA,NA,4388,NA,NA
219596,NA,NA,NA,7278,NA,NA
219602,7168,21664,6836,7338,22404442,25863002
219639,10412,10412,6656,9268,19360592,24703349
219709,28660,28660,8696,9317,88433300,101828642
219718,15714,15714,3989,6356,3044787,3233407
219790,22200,22200,5271,4227,5789771,5848081
219806,24460,24460,5567,7223,50396319,51811396
219824,3853,14917,5234,6551,2344285,2381966
219833,29190,29190,6193,6825,29399672,31704414
219842,NA,NA,5010,6807,14534941,15313732
219879,3811,14875,5258,4981,5168344,5222572
219888,3799,14863,5081,5269,5384415,6285659
219903,NA,NA,4438,5739,NA,NA
219921,NA,NA,NA,5302,NA,NA
219949,20200,20200,5511,5404,10499607,11527400
219976,27390,27390,7184,9956,62274543,68330588
219994,NA,NA,NA,7862,NA,NA
220002,17000,17000,3348,7859,NA,NA
220057,3827,14891,5831,5238,3752555,4039014
220075,7667,24011,6676,12995,105331701,115077522
220118,10087,10087,3681,3176,NA,NA
220127,NA,NA,NA,4968,NA,NA
220136,NA,NA,7158,10519,4784465,3095893
220163,NA,NA,NA,4657,NA,NA
220181,20858,20858,6043,8400,17535865,17927239
220206,16890,16890,3729,5619,1349994,1401855
220215,20468,20468,6205,6658,42919783,44396114
220251,NA,NA,NA,4959,NA,NA
220279,NA,NA,NA,6256,NA,NA
220312,13470,13470,3083,3784,4388791,4510260
220321,NA,NA,NA,5124,NA,NA
220394,NA,NA,NA,6411,NA,NA
220400,3804,14868,6001,5136,1413645,1420147
220464,10270,10270,5111,336,466540,519460
220473,12050,12050,6472,5568,108570383,117583014
220491,NA,NA,NA,4417,NA,NA
220516,25708,25708,6295,4855,32942594,35638722
220552,19475,19475,7469,10215,NA,NA
220570,NA,NA,NA,2971,NA,NA
220598,9780,9780,4817,4728,4310672,4624643
220604,10680,10680,4791,5045,14104782,14784388
220613,14280,14280,5854,5604,14728794,17064718
220631,19970,19970,6226,12918,32706865,34163477
220640,NA,NA,NA,4620,NA,NA
220701,23100,23100,5494,5199,12628900,13565722
220710,31754,31754,6391,6739,62798768,68084457
220756,NA,NA,NA,6336,NA,NA
220765,NA,NA,NA,1577,NA,NA
220792,NA,NA,NA,32856,159978206,173554452
220808,28870,28870,3878,8870,4201936,4685297
220853,NA,NA,NA,3930,NA,NA
220862,8619,20331,8374,9720,218308239,200752108
220871,NA,NA,6045,8366,8972539,10001447
220978,7876,24124,7094,8512,75709853,88361706
220996,NA,NA,9507,6981,25000,25000
221014,28730,28730,5892,6417,21063707,23385144
221050,NA,NA,NA,6255,NA,NA
221096,3804,11340,5232,5557,5004504,6142104
221102,NA,NA,NA,7710,NA,NA
221148,NA,NA,5745,5953,NA,NA
221157,NA,NA,NA,1299,NA,NA
221184,3753,14817,5448,3641,4739,4739
221236,NA,NA,NA,5517,NA,NA
221254,26688,26688,3959,8418,NA,NA
221281,NA,NA,NA,6788,NA,NA
221290,NA,NA,NA,3836,NA,NA
221333,NA,NA,NA,5264,NA,NA
221351,41572,41572,8062,14453,294366992,335078527
221388,NA,NA,NA,6700,NA,NA
221397,3831,14895,6093,7440,7321595,8292864
221430,NA,NA,NA,5504,NA,NA
221485,3843,14907,5035,4410,1325112,2457994
221494,NA,NA,NA,4611,NA,NA
221519,37100,37100,9211,14760,336524119,374301967
221582,NA,NA,NA,6843,NA,NA
221591,NA,NA,NA,6703,NA,NA
221607,NA,NA,NA,7286,NA,NA
221616,NA,NA,NA,6738,NA,NA
221625,NA,NA,NA,4999,NA,NA
221634,NA,NA,NA,7372,NA,NA
221643,3868,14932,5588,4959,6958249,8256294
221661,20240,20240,4523,9524,26186810,27936716
221670,NA,NA,9728,23526,17072342,18224617
221731,22300,22300,4094,5304,9704027,11148416
221740,8138,24256,7484,7065,98527047,114335277
221759,11876,30326,10046,22579,662941568,782734414
221768,8024,21968,6724,8384,32333362,35964290
221795,14750,14750,1596,5138,NA,NA
221829,NA,NA,NA,5330,NA,NA
221838,6930,19650,6999,10204,40298412,43101213
221847,7679,22679,7523,7404,65921572,74741915
221856,12460,12460,2197,1694,752442,721910
221892,23126,23126,6396,6894,22066833,26350249
221908,3816,15168,5276,5032,8312580,9559678
221953,22670,22670,4798,4227,17140775,17560202
221971,28150,28150,7531,8745,32696118,34008662
221980,NA,NA,NA,926,NA,NA
221999,43838,43838,13151,79372,3635343000,4046250000
222026,NA,NA,NA,2360,NA,NA
222053,3801,14865,5527,4970,3923510,4386286
222062,3816,14880,5704,6708,10809277,11326923
222099,NA,NA,2344,2979,NA,NA
222105,5880,5880,3496,4427,7914834,8641338
222178,29450,29450,7535,8741,330702573,370426298
222567,1510,3670,6338,5067,1779406,2291507
222576,1914,4362,5968,6582,3477314,3663206
222628,NA,NA,6022,2612,NA,NA
222822,2130,4650,5298,4504,6024065,6606089
222831,6856,15544,6888,7413,130768225,149857474
222877,9000,9000,3363,3892,NA,NA
222886,NA,NA,NA,3098,NA,NA
222938,17668,17668,4682,4182,NA,NA
222983,33840,33840,7600,12064,124800382,135768645
222992,2550,10830,7125,6134,4605197,4781432
223001,NA,NA,7269,17794,107815971,120370706
223056,NA,NA,NA,6115,NA,NA
223083,NA,NA,5667,9705,NA,NA
223117,5100,5100,3826,6075,1149249,1224736
223223,NA,NA,10107,72196,844260873,988247389
223232,38120,38120,8985,14139,1061156640,1151200304
223320,2646,4956,4489,3906,NA,NA
223427,2136,5064,5510,3379,10118798,10563035
223463,15995,15995,3869,5379,NA,NA
223472,14120,14120,4160,4546,NA,NA
223506,2295,4725,6306,9283,4753331,4939978
223524,1665,4695,6812,4982,NA,NA
223773,1665,4695,6722,5092,NA,NA
223816,2130,6270,5864,3367,5584137,6548785
223852,NA,NA,NA,9628,NA,NA
223898,3360,4260,4324,2849,1420962,1437358
223922,2184,3480,4280,6006,2927237,2940166
224004,26960,26960,6515,6097,17613051,20285126
224013,NA,NA,NA,7580,NA,NA
224110,1440,3816,5588,3358,6682310,7354768
224147,7655,16283,7563,6456,11282209,13673273
224156,NA,NA,NA,4342,NA,NA
224183,10240,10240,3404,3846,NA,NA
224226,23650,23650,7943,8737,36440026,40073838
224244,15492,15492,4159,5122,279737,279968
224271,10500,10500,4238,1629,NA,NA
224305,NA,NA,7749,6645,31573447,36744465
224323,34430,34430,7399,8643,50279000,55336000
224350,2546,4808,6495,9142,13261833,15900295
224439,24982,24982,12814,4864,NA,NA
224527,23280,23280,6241,8050,65572922,71841941
224545,6059,15235,8395,9992,4204321,5065524
224554,5892,14580,7945,7619,16529016,19565375
224572,1665,4695,6799,3746,NA,NA
224615,1665,4695,6254,5728,NA,NA
224642,2094,3654,5768,3487,737449,741151
224660,NA,NA,3715,2015,NA,NA
224679,NA,NA,3044,1929,NA,NA
224712,NA,NA,7041,17497,26542496,34966878
224758,NA,NA,NA,3167,NA,NA
224776,17668,17668,5393,5458,NA,NA
224828,NA,NA,NA,2681,NA,NA
224891,2800,3700,3893,5773,1330051,1542009
224961,1900,4150,7351,6506,NA,NA
225070,1632,3648,5353,5105,11382131,12189222
225201,NA,NA,4849,3621,NA,NA
225247,22350,22350,6579,10505,140628695,160716509
225308,2220,4500,5701,3565,3691206,3998814
225371,2150,3240,4890,3283,9763724,9909861
225399,28800,28800,6377,6839,85467373,90638537
225414,5802,16170,8185,7574,26016707,27596116
225423,1630,3754,6616,3980,9230118,9506217
225432,5516,14204,7458,4396,36917037,41701624
225502,6748,17608,8189,7905,15957278,17518990
225511,8605,19693,10542,7993,608081108,684517752
225520,2282,5142,4364,5153,4667815,5001054
225548,24600,24600,5718,7529,52470380,63572305
225575,13544,13544,5581,6888,9011930,9969699
225627,26490,26490,7772,6935,110294209,120474604
225779,NA,NA,NA,1546,NA,NA
225788,NA,NA,NA,1832,NA,NA
225849,18048,18048,4439,2064,NA,NA
225858,18048,18048,5336,1601,NA,NA
225876,7275,7275,3389,2516,2305002,2601969
225885,11369,11369,5337,9458,11412343,10384151
225991,16336,16336,6700,2992,NA,NA
226019,1392,4248,5896,6934,8476586,9595099
226091,7659,16362,7587,4753,27556171,29550936
226107,3784,12472,5014,4988,15524,30524
226116,5295,16155,4353,7654,1097380,1131381
226125,NA,NA,NA,2638,NA,NA
226134,3300,5748,6078,3667,2975040,3046903
226152,6453,15129,7925,5524,31828113,36580379
226204,1566,3510,6061,5612,375013,375014
226231,26910,26910,7810,8285,13909568,16737954
226277,NA,NA,3786,6974,NA,NA
226374,NA,NA,NA,2290,NA,NA
226383,19600,19600,6162,6404,13748822,15756208
226408,1773,3873,5917,7132,1800030,1908917
226471,25650,25650,7308,8668,68195166,78817010
226578,2760,4560,6940,6573,5478402,7604542
226587,25019,25019,5791,9561,69975197,77904893
226675,4675,4675,NA,10247,NA,NA
226772,NA,NA,NA,7040,NA,NA
226806,2970,5550,6595,6732,29342561,34541843
226833,7753,9703,7325,8527,18573597,20918741
226860,NA,NA,NA,689,NA,NA
226879,13055,13055,3690,3311,NA,NA
226903,NA,NA,NA,2136,NA,NA
226930,1665,4695,6951,3931,NA,NA
227003,NA,NA,NA,5110,NA,NA
227058,NA,NA,NA,1506,NA,NA
227146,1888,4828,6126,3271,3925124,3826201
227155,NA,NA,NA,896,NA,NA
227182,1504,3544,6834,3654,10224570,12044805
227191,1665,4695,6729,4712,NA,NA
227216,9346,18034,10010,8373,124016876,145656170
227225,2446,5476,5992,4529,2225960,2625607
227243,23132,23132,7342,5795,4131302,4271627
227289,NA,NA,4556,24974,14875893,17680540
227298,NA,NA,NA,3784,NA,NA
227304,2580,5160,5306,7589,838423,844523
227313,NA,NA,NA,1778,NA,NA
227322,NA,NA,NA,2139,NA,NA
227331,24596,24596,6437,8470,24934521,27039545
227368,5173,14023,7856,5949,33848618,37817895
227377,5282,14744,5841,4828,9196614,10291884
227386,1680,3576,5632,5103,4120315,4438107
227401,1548,3420,6590,3623,16979370,20494423
227429,13375,13375,5094,3540,5043832,5595282
227526,9461,20928,7649,6662,60242271,71142359
227687,2370,4710,4082,3126,NA,NA
227748,17997,17997,NA,2089,NA,NA
227757,40566,40566,14702,40056,4895299000,5553717000
227766,1665,4695,7267,3928,NA,NA
227836,NA,NA,3188,2041,NA,NA
227845,36550,36550,8140,9863,82658955,92034679
227854,2088,10740,5607,6478,NA,NA
227863,29440,29440,5944,11944,78365119,88988164
227881,7294,15982,7338,5925,74233308,91330768
227924,2088,10740,6411,5436,NA,NA
227979,1408,3688,6774,6729,NA,NA
228042,24360,24360,5958,7053,57428579,60474358
228088,NA,NA,NA,6290,NA,NA
228149,26186,26186,9861,13813,153674225,174530000
228158,2584,3446,4802,4245,10572823,11224592
228185,NA,NA,NA,1266,NA,NA
228194,NA,NA,14807,16152,38854213,42722579
228200,NA,NA,NA,6376,NA,NA
228219,NA,NA,NA,5244,NA,NA
228246,45940,45940,11624,16035,1268079000,1425146000
228282,NA,NA,NA,2800,NA,NA
228316,2020,4012,5244,4113,3188789,3279444
228325,18580,18580,5543,4857,7758678,7923960
228343,36120,36120,8078,12803,252949637,265590566
228431,8892,19752,7163,6808,59287457,71037968
228459,8950,19086,7615,6511,139485773,161626014
228468,19460,19460,6173,10119,7318658,7260825
228486,7764,7764,3653,3276,NA,NA
228501,5676,14364,6028,6409,15542920,18364295
228529,6516,15204,7428,6957,33781679,40394801
228547,1320,4920,7827,4778,NA,NA
228608,2160,5664,6660,4610,4892139,5578521
228635,NA,NA,8013,357489,878855485,988251189
228644,NA,NA,8150,116877,433218910,486773129
228653,NA,NA,8436,85666,495886610,549314915
228680,3342,7200,4269,8813,215553,215553
228699,1880,4040,5595,4164,4794559,5341146
228705,7554,18984,6948,6289,18759357,21600036
228723,9685,26583,9961,14943,8351126023,10661972118
228769,8878,18102,8946,6322,101786656,119887351
228778,9830,34836,11172,16749,3012894720,3376824061
228787,10864,26894,12307,10407,317750700,387469268
228796,7259,18389,8418,6847,196458309,221018536
228802,7312,18172,7503,8280,71690776,78886486
228866,NA,NA,4886,15779,4233653,3815245
228875,38600,38600,10265,14768,1331048923,1472473546
228884,10008,10008,4009,2904,1863527,1863165
228909,NA,NA,NA,20073,35723860,38324223
228981,26800,26800,6727,8384,87183816,93287083
229018,5250,13938,7275,8174,35995623,42054414
229027,7457,16507,7567,6866,100825150,113909431
229036,NA,NA,NA,1763,NA,NA
229063,8126,18986,7225,9693,43516022,47120894
229115,7811,16499,8890,7046,546911688,675383545
229151,NA,NA,NA,2664,NA,NA
229160,23144,23144,7232,10124,38469391,40693447
229179,7836,18696,8085,6844,41448210,50690371
229267,36214,36214,10153,20116,1013929348,1187928689
229300,NA,NA,9398,118456,227043471,256097472
229319,3264,7200,4412,5828,NA,NA
229328,5148,10800,4033,8442,100429,100429
229337,NA,NA,8301,46499,132580020,144301315
229355,2352,4362,5172,4794,36718291,43742198
229416,NA,NA,NA,2638,NA,NA
229425,NA,NA,NA,1298,NA,NA
229504,2940,6300,5045,4063,4776660,4919312
229522,NA,NA,NA,1722,NA,NA
229540,2640,4650,5671,6143,9052916,10563751
229656,NA,NA,NA,2039,NA,NA
229780,12960,12960,4652,7435,71529341,74316962
229799,2400,5280,5791,5183,5109089,5528780
229814,6782,7538,7444,6645,61446496,71798985
229832,1898,3480,4602,4409,NA,NA
229841,2222,4214,5911,4258,8261766,8723538
229887,11482,11482,4447,5044,6800263,6873048
229957,NA,NA,NA,5647,NA,NA
230010,NA,NA,NA,7895,NA,NA
230038,5000,5000,9911,15124,1053241027,1470770000
230047,4940,4940,8658,12569,92978156,119641542
230056,13500,13500,3940,8071,NA,NA
230065,NA,NA,NA,3491,NA,NA
230135,NA,NA,NA,1379,NA,NA
230144,NA,NA,NA,3500,NA,NA
230162,NA,NA,NA,4986,NA,NA
230171,4456,12792,6439,4147,10430129,9523946
230199,NA,NA,NA,6453,NA,NA
230205,NA,NA,NA,4591,NA,NA
230214,NA,NA,NA,4482,NA,NA
230366,15513,15513,3294,3553,NA,NA
230384,18048,18048,5456,2150,NA,NA
230418,3060,3060,6019,4412,7555000,8438000
230472,14256,14256,6854,8254,NA,NA
230490,NA,NA,NA,6058,NA,NA
230597,3388,11342,5286,5841,5657345,5605042
230603,6138,18596,6339,7872,21019215,22880715
230621,16968,16968,3458,5223,NA,NA
230630,16968,16968,3517,5651,NA,NA
230676,NA,NA,NA,9744,NA,NA
230728,6250,18250,8462,8365,242062123,283081523
230737,5270,14802,7314,4839,16836214,18825966
230746,3469,11011,5712,4955,4018442,4061132
230764,7835,25057,10036,12899,642219000,723827000
230782,5184,13838,7201,5433,104626321,119910849
230807,30364,30364,8317,11475,63199356,72710884
230816,46667,46667,9113,20658,15599787,17892664
230825,23581,23581,3493,12127,162911,164414
230834,10772,25436,6082,7639,6506978,7442442
230852,33000,33000,7892,8502,11080417,14613080
230861,5886,11622,NA,3392,1489538,1792852
230889,14930,14930,4754,12978,1013850,1129594
230898,33736,33736,6040,7418,3286409,3879186
230913,10604,22604,6771,8716,2477322,3499431
230931,10700,21764,6190,7807,3949622,4718316
230940,38110,38110,6375,21424,35525685,38421215
230959,46044,46044,10753,24640,972991750,1081893682
230977,NA,NA,4292,7533,NA,NA
230995,34704,34704,6990,7955,183570000,206074000
231004,NA,NA,NA,5384,NA,NA
231059,39375,39375,8421,10461,78327780,91362728
231068,NA,NA,5598,111574,45072618,49535429
231077,21200,21200,4071,12504,5198044,5719922
231086,22645,22645,5283,4560,2031303,3479365
231095,33492,33492,3872,11940,922213,1040895
231147,NA,NA,9493,20798,11974463,11523394
231165,12860,23708,6146,16336,4527847,5242267
231174,16226,37874,9742,16893,350808000,406131000
231280,NA,NA,NA,8411,NA,NA
231411,13250,13250,4086,10630,NA,NA
231420,29150,29150,5641,10312,22004114,23649118
231536,4794,10632,6062,4625,6006527,6321902
231554,22840,22840,4949,4143,6141232,7063694
231581,30380,30380,6299,5651,70577494,83051300
231624,17656,39916,10749,13546,697723724,797592276
231651,16478,16478,7327,7864,181555000,173990000
231688,NA,NA,NA,1014,NA,NA
231697,4248,10068,6012,4795,997344,1131361
231712,11646,21974,7985,8550,19295992,22206610
231721,NA,NA,NA,1349,NA,NA
231785,16445,16445,3872,2314,NA,NA
231828,16052,16052,5109,2477,NA,NA
231837,23380,23380,6759,10849,2031918,2273312
231873,3324,7994,6382,6041,4738968,5387574
231882,4155,9993,6163,5517,5578654,6056244
231970,NA,NA,9720,59753,68776308,76506139
232016,16887,16887,3929,2971,NA,NA
232025,30326,30326,6341,10689,86822987,96614350
232043,30800,30800,5973,11522,21091936,24228200
232052,4145,10185,6131,7670,1311492,1386092
232089,29795,29795,5996,6628,43292408,49199012
232186,10382,29960,10466,12466,59260526,69554336
232195,4350,10158,6107,4368,2351200,2692685
232256,39204,39204,8041,13194,134228145,150901016
232265,21760,21760,6383,8563,256561762,288401619
232308,34295,34295,6733,15806,164852340,180654198
232414,4428,10266,6551,4713,5493424,5834757
232423,9662,24522,7993,8505,66977946,78385618
232450,4150,9988,6422,3985,2376063,2795591
232502,12450,12450,2250,3272,NA,NA
232557,21000,21000,4051,2350,101837308,126421721
232566,11580,25350,7032,7687,57699935,54057779
232575,4199,10037,6432,4951,7012423,8298917
232609,34545,34545,7284,10266,81142194,97523495
232618,NA,NA,6264,17109,NA,NA
232672,29595,29595,6562,8542,34233017,37473707
232681,10312,23598,7533,7328,40672332,46389394
232706,27470,27470,8347,8835,32603376,37794809
232724,NA,NA,4045,28914,NA,NA
232788,3336,8006,5956,5656,13003340,15526848
232797,11550,11550,3449,5174,NA,NA
232867,3325,7995,7047,4923,4302135,4894427
232885,NA,NA,7104,11563,1509560,1477985
232919,15401,15401,NA,1509,NA,NA
232937,7552,20236,7599,7830,8470421,8636517
232946,3882,8616,7604,4483,3821228,4673466
232982,8970,25140,8556,8498,166820288,185642699
233019,4163,10003,5951,4969,10600085,6074951
233037,4145,9983,5955,6838,507105,448820
233082,5800,5800,7103,21467,NA,NA
233091,9788,9788,3284,2902,NA,NA
233116,4235,10073,6431,4656,5838010,6768114
233277,9360,22046,7820,7905,40619047,47237511
233286,NA,NA,NA,3980,NA,NA
233295,36340,36340,7760,9850,131812369,152138039
233301,34110,34110,7688,14248,136096000,167712000
233310,3401,8071,6055,5889,5135418,6669913
233329,18342,18342,5028,5228,NA,NA
233338,5058,15016,5961,5695,4642059,5448117
233356,4871,4871,7447,5783,NA,NA
233374,46680,46680,11413,16287,2025996000,2313305000
233408,NA,NA,5256,9307,NA,NA
233426,38177,38177,7355,9685,126022410,137477655
233480,NA,NA,NA,36226,NA,NA
233541,30188,30188,7275,9066,54892584,62660241
233611,14600,14600,5642,6590,713687,893697
233639,4155,9993,6300,5892,2029800,2393187
233648,3312,7982,6253,5429,NA,NA
233657,NA,NA,NA,4856,NA,NA
233666,NA,NA,NA,2854,NA,NA
233684,12975,12975,4991,2151,NA,NA
233718,34935,34935,7157,21942,88058200,94037842
233754,4169,10007,7027,3686,5738870,4633202
233772,3944,8614,6558,4352,2750087,2828831
233842,NA,NA,7781,33533,138153749,153158848
233897,8868,24329,6844,8272,59783582,69641888
233903,4170,10008,6160,4943,988885,1085847
233921,12017,28048,10189,11178,653700000,788800000
233949,4174,9624,6328,4678,4732715,7236910
234030,12398,30459,8288,12722,562215248,639430553
234076,13208,42394,12867,16988,5106876214,5876310216
234085,15518,37574,7655,12896,337927474,383117526
234119,NA,NA,NA,1852,NA,NA
234137,7880,7880,4525,7416,251572,202092
234155,8002,17838,7362,8139,38211974,44885228
234164,15130,15130,5160,6339,27907128,31526890
234173,33286,33286,7759,9304,51827301,57712712
234191,NA,NA,NA,2281,NA,NA
234207,45617,45617,12264,31496,1345356000,1477923000
234216,NA,NA,4746,16268,NA,NA
234225,NA,NA,NA,5972,NA,NA
234359,NA,NA,NA,27673,NA,NA
234377,4170,10008,6183,4929,4384839,4742822
234401,NA,NA,NA,2722,NA,NA
234492,17560,17560,5873,5938,NA,NA
234650,NA,NA,NA,3264,NA,NA
234669,3754,8944,6585,5155,5227351,5284810
234696,3518,8708,6109,6462,2635996,2889570
234711,4150,4550,6283,7291,1494460,1945092
234739,13500,13500,6141,4886,NA,NA
234784,NA,NA,NA,4197,NA,NA
234827,9017,21380,7638,8475,16940033,18141982
234845,3858,4272,6036,4898,8581707,8803925
234915,NA,NA,5981,8998,NA,NA
234924,NA,NA,NA,2665,NA,NA
234933,3653,8843,6385,4916,50997682,57504498
234951,5617,12960,4888,4124,896256,1027292
234979,4450,6841,6050,5492,14293280,15970552
235024,35800,35800,5942,20016,6775817,7553695
235088,NA,NA,NA,5086,NA,NA
235097,7972,21066,7820,6934,23483519,27123118
235103,4462,9697,6672,7947,3396195,3712882
235149,3778,8967,6392,7416,1761589,1885337
235158,NA,NA,NA,6762,NA,NA
235167,8682,21735,7706,8785,10249699,11288828
235237,3777,8967,6149,4352,186859,239573
235307,NA,NA,NA,6737,NA,NA
235316,36535,36535,8780,9857,161586000,202671000
235334,3939,9129,5708,5664,7978788,9135455
235343,4495,10431,6302,5845,12249394,14391962
235352,NA,NA,NA,8434,NA,NA
235422,18521,18521,7035,13599,11659514,13289841
235431,4000,4401,6050,5861,NA,NA
235495,NA,NA,2384,4067,NA,NA
235501,NA,NA,NA,1594,NA,NA
235510,18048,18048,6289,2376,NA,NA
235529,18048,18048,4919,1983,NA,NA
235547,NA,NA,6533,16430,2943689,3287398
235583,NA,NA,NA,6716,NA,NA
235671,5208,5208,5950,4737,NA,NA
235699,3907,9096,6028,6460,466989,465870
235750,4281,4821,6317,4877,9467577,10621627
235769,28240,28240,4625,9291,4046588,4109161
235954,NA,NA,NA,2922,NA,NA
236018,NA,NA,NA,2985,NA,NA
236027,NA,NA,NA,2573,NA,NA
236072,3862,9052,6420,6432,5360502,5950718
236133,26968,26968,6352,8442,6843639,7122701
236188,3720,4137,6461,4627,9945550,11673390
236212,NA,NA,NA,4663,NA,NA
236230,36530,36530,7518,11937,79585706,84365076
236258,4191,4591,5871,5650,1290729,1362618
236328,43428,43428,9534,18755,276927000,318501000
236382,4735,4735,6447,7320,754048,889288
236452,31688,31688,6298,7237,15119759,16837641
236504,3824,9014,6275,6851,10280390,12372882
236513,3893,9083,6356,6107,6612554,7212067
236531,NA,NA,NA,6768,NA,NA
236577,35472,35472,8426,10181,58725000,69625000
236595,38205,38205,9148,15163,184730808,210641538
236610,3963,6611,6626,5395,1490522,1921901
236638,4200,4700,6899,5563,8427433,9172455
236656,4321,9556,6074,5325,5139553,5900111
236692,3512,8702,6287,5522,5489918,7198940
236708,3512,8702,6131,5389,3975173,3244573
236744,NA,NA,NA,980,NA,NA
236753,4194,9354,6512,4806,4636209,5500920
236887,4376,5675,6056,4815,2596686,2872601
236896,25866,25866,4355,10535,19238169,22402188
236939,12428,25510,9119,9952,777643606,868091091
236948,12394,33513,11224,24561,2432421073,2915057707
236975,3711,4105,6478,5373,5897776,6566798
236993,14760,14760,6148,4000,NA,NA
237011,8965,20407,8375,8911,51565424,59623156
237039,4465,9700,6051,5941,3895170,3854092
237057,44800,44800,8480,19220,444603000,504524000
237066,37630,37630,6748,9969,108080939,125935087
237109,4278,4746,5789,6106,8487736,9713718
237118,22740,22740,4964,5771,5499257,5381351
237127,NA,NA,NA,6286,NA,NA
237136,13590,13590,3068,4059,1445820,1487251
237145,NA,NA,NA,16815,NA,NA
237172,3760,3760,NA,3159,NA,NA
237181,25736,25736,5758,7689,45055336,49834976
237215,5832,11064,6165,6763,1407363,1634939
237242,3500,3500,NA,27076,NA,NA
237303,NA,NA,NA,2251,NA,NA
237312,23200,23200,6237,6776,36096461,40632643
237321,NA,NA,NA,5083,NA,NA
237330,6580,14276,6084,5020,20222774,21798186
