UNITID,TUITIONFEE_IN,TUITIONFEE_OUT,AVGFACSAL,INEXPFTE,ENDOWBEGIN,ENDOWEND
128674,NA,NA,NA,3237,NA,NA
128683,19940,19940,4562,10757,NA,NA
128726,11321,11321,NA,NA,NA,NA
128744,29920,29920,7283,8099,27609000,30696000
128771,8877,20612,8802,9928,43461520,53700946
128780,NA,NA,NA,5688,1459127,1672675
128896,NA,NA,NA,2309,NA,NA
128902,47740,47740,9826,19122,237035000,277965000
128957,NA,NA,NA,3502,NA,NA
129002,17220,17220,NA,7792,NA,NA
129020,12700,32880,11820,22554,328974694,367014863
129154,19450,19450,5012,10926,7911131,8676876
129181,NA,NA,NA,9324,NA,NA
129215,9560,21295,8522,9736,12324475,13280620
129242,43770,43770,10396,11411,271638000,313092000
129349,NA,NA,NA,0,NA,NA
129367,3892,11584,7214,8333,813861,832233
129428,NA,NA,11262,33453,4525000,4936000
129482,NA,NA,NA,1742,NA,NA
129491,NA,NA,6099,15510,41353296,46748419
129525,35444,35444,7472,12724,128453000,146113000
129534,10870,10870,3869,3436,NA,NA
129543,3866,11558,6893,5974,554152,571752
129686,30456,30456,NA,11134,4757384,4499580
129695,3866,11558,7389,6440,2543060,2551310
129729,3886,11578,8475,7068,789039,839359
129756,3866,11558,7512,6173,298278,311278
129774,30012,30012,6985,5256,7272303,8479053
129808,3866,11558,7221,7288,2317746,2346027
129923,NA,NA,NA,9386,NA,NA
129932,NA,NA,NA,11739,NA,NA
129941,34630,34630,9526,8446,29841305,34810595
129969,NA,NA,NA,4244,NA,NA
130004,3866,11558,7586,6771,16142133,16176331
130040,3866,11558,7524,8959,1110947,1186460
130110,14360,14360,2958,5930,NA,NA
130129,NA,NA,NA,3970,NA,NA
130174,17220,17220,NA,7882,NA,NA
130183,16510,16510,5732,2508,NA,NA
130217,3866,11558,7940,7136,2254282,2550823
130226,40670,40670,10672,14176,315199341,348869043
130253,35750,35750,8631,8425,124065180,137064747
130314,34755,34755,8094,11708,23079000,25603000
130396,3866,11558,8222,7655,566832,636236
130448,16200,16200,5968,9281,3889757,4409939
130493,9157,20937,8602,11023,11695863,13493689
130509,NA,NA,NA,5929,NA,NA
130581,NA,NA,2555,4422,NA,NA
130590,49056,49056,10479,23628,486507152,551798198
130606,3866,11558,7649,6715,537702,537702
130624,942,942,11500,36873,NA,NA
130697,48272,48272,11493,25359,688643000,793334000
130776,9077,20812,9044,10530,13046204,14792910
130785,NA,NA,NA,0,NA,NA
130794,45800,45800,16529,107982,20708793000,23858561000
130837,NA,NA,NA,19979,NA,NA
130873,NA,NA,NA,1756,NA,NA
130891,3530,8282,5426,7949,NA,NA
130907,3530,8282,7700,8063,NA,NA
130916,3530,8282,6652,8812,NA,NA
130934,7336,15692,7138,11129,19308751,22620492
130943,12342,30692,12050,17395,1171166215,1310133033
130989,22500,22500,7686,3093,59519864,85408029
131061,NA,NA,NA,3284,NA,NA
131098,24100,24100,6623,6592,6217845,6842913
131113,10190,10190,6951,3231,40948429,60278405
131159,41833,41833,11330,12620,535000000,546000000
131283,39726,39726,9619,16368,270950839,297105251
131399,5251,11233,8485,13675,37773676,44474144
131405,NA,NA,4282,12694,2268195,3522453
131450,15024,15024,10061,35595,182248197,193140437
131469,48760,48760,12900,20938,1375202000,1576508000
131496,46744,46744,13322,31102,1286322000,1461276000
131520,23970,23970,8428,22663,514073000,591902000
131742,NA,NA,4007,1418,NA,NA
131803,12975,12975,6741,2292,NA,NA
131830,9100,9100,NA,1493,NA,NA
131876,22316,22316,6351,5795,24011389,34034237
131973,NA,NA,7728,14885,22333834,22813682
132268,NA,NA,5421,2415,NA,NA
132338,17704,17704,5277,5513,NA,NA
132374,NA,NA,NA,14058,NA,NA
132408,9700,9700,4966,6018,6194534,6514982
132471,28160,28160,7503,9969,31422732,34517341
132523,NA,NA,15000,4244,NA,NA
132602,14410,14410,6016,6759,46689391,53543296
132657,35050,35050,5323,8399,22162868,24381263
132666,NA,NA,NA,3942,NA,NA
132675,NA,NA,NA,8286,NA,NA
132693,2496,9739,6013,3942,16114032,18534622
132709,2542,8664,6649,3212,36633315,36831641
132806,3500,3500,NA,9017,NA,NA
132842,12240,12240,4803,5127,NA,NA
132851,2570,10126,5991,3566,46987846,54044566
132879,14270,14270,7042,3929,1256782,1028883
132903,6368,22467,9211,5687,133827336,152717147
132976,2909,11365,NA,15547,NA,NA
133021,3120,8950,4984,6176,14311829,15801404
133085,17865,17865,4692,5278,879463,1104379
133155,NA,NA,NA,8460,NA,NA
133386,3306,12376,6596,5291,5734755,6275055
133465,16360,16360,6001,7455,NA,NA
133492,38668,38668,7144,11485,49093600,54489078
133508,3341,13039,6303,3782,17938055,18812066
133526,12525,12525,4678,5078,1660594,1660594
133553,31948,31948,8935,15223,91686222,62968041
133650,5785,17725,8205,9739,80071496,80700203
133669,4831,17276,8445,6869,189286602,275570263
133702,2830,9944,5760,3699,37690939,44647981
133711,16180,16180,6244,5649,57225971,62494626
133809,15330,15330,6579,9075,10173688,10803969
133845,NA,NA,5454,7240,NA,NA
133854,NA,NA,5071,7358,NA,NA
133863,NA,NA,4138,7534,NA,NA
133872,12430,12430,6957,8494,6358548,6896789
133881,37990,37990,9111,12044,54539692,61122532
133942,NA,NA,NA,2403,NA,NA
133951,6497,18895,9667,6843,234364817,228419576
133960,3276,10726,6353,6501,NA,NA
133979,14776,14776,7012,6005,9276148,8354380
133997,18184,18184,3694,2939,NA,NA
134024,NA,NA,NA,4012,NA,NA
134079,29990,29990,7316,6879,80546773,82380831
134097,6507,21673,9891,9688,548094856,624556561
134112,NA,NA,3932,3014,NA,NA
134121,12165,12165,6295,11547,NA,NA
134130,6313,28591,10850,15962,1360073000,1519964000
134149,14220,14220,5591,4758,NA,NA
134228,NA,NA,NA,2284,NA,NA
134237,22796,22796,4148,3672,NA,NA
134291,NA,NA,NA,5757,NA,NA
134307,NA,NA,NA,2697,NA,NA
134343,2765,10072,5002,5194,26633251,30132407
134422,11085,11085,3792,5422,NA,NA
134495,2506,9111,5741,3278,2137327,2542074
134510,5920,5920,1456,14223,2041726,2062021
134529,NA,NA,NA,3086,NA,NA
134574,NA,NA,NA,2173,NA,NA
134608,2764,10201,8119,5211,21012906,21767836
134680,13736,13736,4963,7559,NA,NA
134714,NA,NA,NA,3750,NA,NA
134811,17704,17704,4694,5146,NA,NA
134909,18048,18048,5748,3286,NA,NA
134945,31370,31370,6977,7851,40274055,37417045
135063,7650,7650,5167,2462,NA,NA
135081,16936,16936,5007,4455,NA,NA
135124,NA,NA,3489,1916,NA,NA
135142,NA,NA,NA,3021,NA,NA
135160,3100,11747,5606,4791,3374151,3926069
135179,NA,NA,NA,5770,NA,NA
135188,3172,13276,5137,3767,4147114,5109145
135267,NA,NA,NA,6080,NA,NA
135276,NA,NA,NA,3555,NA,NA
135294,NA,NA,NA,5783,NA,NA
135337,NA,NA,NA,6066,NA,NA
135364,6080,6080,5406,2411,499066,508102
135391,3074,11606,6101,3505,11913595,12117802
135407,NA,NA,NA,9454,NA,NA
135416,NA,NA,NA,9026,NA,NA
135522,3251,11805,NA,12857,NA,NA
135559,NA,NA,NA,3634,NA,NA
135610,NA,NA,6778,4877,279122,315786
135647,NA,NA,NA,4719,NA,NA
135717,3486,12015,6979,3652,183483466,205288823
135726,44350,44350,11374,28897,777946842,865434666
135735,NA,NA,NA,6943,NA,NA
135771,NA,NA,NA,3918,NA,NA
135939,15478,15478,3507,7507,NA,NA
135957,15450,15450,6214,5359,NA,NA
136048,NA,NA,NA,3221,NA,NA
136066,15580,15580,5001,4913,NA,NA
136109,NA,NA,NA,4826,NA,NA
136145,3054,11400,4857,6116,1711524,1712682
136172,6385,20789,7401,5572,84181773,95840370
136206,23132,23132,7211,7663,5472753,5658642
136215,26700,26700,9262,11457,81064000,95431000
136233,3124,11434,6165,4226,35695464,35061797
136288,13968,13968,6072,6183,NA,NA
136303,NA,NA,NA,6062,NA,NA
136330,26274,26274,7310,7901,73607439,80100088
136358,2378,8612,5992,3656,17516238,17922990
136400,3155,12032,5995,3321,30129499,38281533
136473,2704,10875,5243,4280,8656678,8756474
136491,NA,NA,NA,5739,NA,NA
136516,3366,12272,6121,4315,11056857,12895049
136659,NA,NA,NA,4191,NA,NA
136701,NA,NA,3841,18075,14647974,16554122
136765,3630,9030,NA,8788,NA,NA
136774,40040,40040,8131,18531,34574539,41149126
136783,NA,NA,NA,4390,NA,NA
136826,NA,NA,NA,15351,NA,NA
136950,43080,43080,8479,11800,349818000,371141000
137023,NA,NA,NA,7556,NA,NA
137032,20420,20420,7522,3668,43682218,57421648
137078,3292,11524,6927,4443,26641634,27100453
137087,NA,NA,NA,5469,NA,NA
137096,2539,9165,5623,3868,22646593,23085773
137120,NA,NA,NA,11492,NA,NA
137148,13663,13663,6058,5786,NA,NA
137209,3131,11456,5766,3622,5900719,6030885
137245,NA,NA,NA,6346,NA,NA
137272,21100,21100,3820,8341,6672067,7425059
137281,2998,10668,5080,4113,1695317,1976779
137315,3175,11869,5506,6368,5021548,5506555
137351,6410,17324,9023,8841,332403028,387862451
137476,27150,27150,9780,7797,19496006,22615394
137537,16100,16100,NA,2530,NA,NA
137546,40040,40040,10028,11669,173157560,207832070
137564,22202,22202,7174,4482,6811351,8252940
137591,NA,NA,NA,4529,NA,NA
137713,NA,NA,NA,7844,NA,NA
137759,2026,8062,5229,3792,9043267,10326797
137777,12500,12500,6250,11566,NA,NA
137801,14940,14940,8731,5676,NA,NA
137810,14940,14940,6961,5945,NA,NA
137847,26330,26330,8576,5784,29802123,33821231
137856,NA,NA,NA,10691,NA,NA
137865,NA,NA,NA,5524,NA,NA
137953,10110,10110,2984,2512,63611,73986
137962,14660,14660,4026,4538,609299,614589
138132,NA,NA,NA,1439,NA,NA
138187,2474,9383,6194,3022,57675554,61075389
138275,18966,18966,4684,3151,4383372,4483120
138284,NA,NA,NA,9135,NA,NA
138293,24034,24034,4340,2949,4590233,5764327
138309,10764,10764,5886,2431,NA,NA
138354,6360,19241,7496,6022,47755412,49675065
138372,NA,NA,NA,5705,NA,NA
138479,NA,NA,NA,5302,NA,NA
138488,NA,NA,NA,6339,NA,NA
138497,NA,NA,NA,8282,NA,NA
138558,3394,9839,4936,4808,10540616,12210795
138600,35982,35982,8678,14843,251001216,272331405
138655,8930,8930,3131,7924,NA,NA
138664,8450,8450,2947,10995,NA,NA
138682,4746,8751,4127,3115,NA,NA
138691,3502,9428,4424,3741,1154176,1909369
138716,5192,15196,5779,6772,1776151,1840783
138761,14226,14226,3511,4803,9248841,10217938
138789,5266,15271,5824,6105,9149723,9974652
138813,17596,17596,4819,3957,NA,NA
138822,NA,NA,NA,3822,NA,NA
138840,2740,4876,3859,4255,NA,NA
138868,17650,17650,4790,5833,3305716,3998265
138901,3058,8984,4229,3607,NA,NA
138929,NA,NA,8257,11127,NA,NA
138938,NA,NA,NA,3472,NA,NA
138947,21334,21334,6640,8160,57780875,66719772
138956,2614,4750,4931,4660,NA,NA
139010,3174,9100,4538,3725,718131,1668573
139074,13356,13356,6052,4670,NA,NA
139092,NA,NA,NA,1786,NA,NA
139144,30530,30530,7322,12558,861106815,925698267
139153,9390,9390,3875,2310,NA,NA
139199,24780,24780,6914,6985,32706736,38353646
139205,14200,14200,4004,4063,13730992,13913077
139214,12900,12900,3292,5446,NA,NA
139250,4510,12566,5712,6533,6234346,6409826
139278,2724,4860,4121,3780,NA,NA
139287,9260,9260,2582,2075,NA,NA
139311,5246,15251,6221,5578,4008142,7802618
139348,NA,NA,8474,13803,177405842,207822446
139357,2496,4440,4228,3356,NA,NA
139366,5613,15930,6306,7509,44790780,51237559
139384,2674,4810,4627,4106,NA,NA
139393,30160,30160,6904,8640,26576823,30808220
139463,3982,12038,5330,5139,9570215,9807843
139506,NA,NA,NA,5239,NA,NA
139579,16360,16360,8018,3949,NA,NA
139621,4284,11692,4326,3699,191835,192435
139630,18170,18170,4930,4819,3563574,1
139658,45008,45008,12358,40450,6115581644,6981307921
139700,2595,8521,4588,3367,33299,36369
139719,6448,18954,6300,5226,5702506,6750584
139746,NA,NA,NA,5699,NA,NA
139755,11394,30698,11616,13216,1714876000,1889014000
139764,5158,15163,5836,6156,12187612,12232011
139861,8960,27308,6412,7436,32019262,33831313
139931,6170,16487,6402,6032,42242301,49173483
139940,8618,23186,8247,7241,163128159,184643786
139959,10836,29046,10169,8634,786170912,939024216
139968,3510,9937,5250,4104,2344661,2411984
139986,4017,7221,4482,4765,NA,NA
139995,10500,10500,3595,3578,NA,NA
140003,9925,9925,2459,1579,NA,NA
140012,2796,4932,5313,5240,NA,NA
140146,NA,NA,6437,10239,9411615,8305370
140164,5912,15630,6362,6167,25357728,26008887
140234,26620,26620,5807,12322,53957195,56165600
140243,3164,5834,4619,5247,NA,NA
140252,10500,10500,6809,5145,NA,NA
140331,2682,4818,4631,3539,NA,NA
140340,13670,13670,5830,5539,NA,NA
140447,33780,33780,7945,10757,208286144,256919032
140553,26090,26090,7004,11327,125825999,137985811
140562,NA,NA,NA,138585,80692818,91875794
140599,2602,4738,4346,6114,NA,NA
140678,2684,4820,4041,4835,NA,NA
140696,32500,32500,6515,8735,19382031,19664387
140720,13332,13332,4907,13491,NA,NA
140818,21350,21350,6332,7524,52552848,57229575
140827,20015,20015,NA,2452,NA,NA
140872,19196,19196,5538,7297,40321510,42559745
140942,2644,4780,4471,3464,NA,NA
140951,34295,34295,8429,10192,16393250,18629324
140960,5556,15561,5423,5047,4348674,5414811
140988,20250,20250,5194,5685,13589660,14987046
141006,2724,4860,4273,5787,NA,NA
141015,17115,17115,NA,6877,NA,NA
141060,25496,25496,7491,10845,327171376,367036697
141097,5839,17144,6149,5988,6380087,7801522
141158,2602,4738,4690,5958,676829,676828
141167,15750,15750,5454,5415,4643114,5027393
141185,19700,19700,5139,4983,2260423,2510049
141237,17400,17400,3921,3807,5533003,6153922
141255,2634,4770,3982,4475,NA,NA
141264,6142,16459,6041,6493,30646943,35524460
141325,20025,20025,6423,11435,58071370,63251978
141334,5938,16258,5936,6635,21976974,25988375
141361,26386,26386,5970,8794,119745549,117372377
141468,13620,13620,6270,3525,NA,NA
141486,20940,20940,8804,8320,11253340,13642624
141565,7036,19036,9009,14615,232176,258712
141574,10620,29412,10733,20060,34853918,38460974
141608,NA,NA,NA,4760,NA,NA
141644,21130,21130,8365,6823,64613436,68448968
141680,2766,7614,7748,9680,NA,NA
141796,2796,7644,7847,7730,NA,NA
141802,2844,7692,7508,14619,NA,NA
141811,2791,7639,7605,6614,NA,NA
141839,2862,7710,7801,13219,297693,323686
141848,NA,NA,NA,3395,NA,NA
141936,NA,NA,3000,7972,NA,NA
141945,NA,NA,NA,2940,NA,NA
141981,6888,18888,8328,11473,162359,178373
141990,2776,7624,7807,9668,NA,NA
142054,NA,NA,6092,6729,NA,NA
142090,11665,11665,4203,6926,673074,853749
142115,6641,19493,7059,7399,83004400,93288489
142179,2496,8502,3631,10957,789505,881885
142276,6566,19326,6516,9016,41556154,49095798
142285,6784,20314,8246,11119,209397682,240979808
142294,24955,24955,6147,6695,96695561,106899675
142328,8624,19142,5544,6996,5151913,6296681
142337,18048,18048,5908,4859,NA,NA
142407,NA,NA,NA,789,NA,NA
142416,NA,NA,NA,2482,NA,NA
142443,3022,7702,6002,5814,16222837,18932803
142461,27340,27340,5678,8351,28464766,33298768
142489,NA,NA,NA,2386,NA,NA
142522,3950,3950,8211,4263,78741000,92425000
142559,2760,6720,5498,5849,NA,NA
142832,NA,NA,8094,14389,5008,80000
142869,NA,NA,NA,7505,NA,NA
142878,NA,NA,NA,8807,NA,NA
142887,30220,30220,4511,4154,NA,NA
143048,42230,42230,7156,13923,168892000,189848000
143084,37236,37236,7403,10237,127763186,144373484
143118,21320,21320,7695,4736,41510519,46016920
143181,NA,NA,NA,2638,NA,NA
143215,3330,13800,7183,4437,3241431,3628761
143233,NA,NA,5751,38813,31763787,36850944
143279,3600,7050,6526,4431,4397110,5253579
143288,19560,19560,5784,7214,13550924,15640918
143297,NA,NA,5623,11135,NA,NA
143303,NA,NA,NA,14504,NA,NA
143358,30844,30844,8457,14726,258575042,279019580
143376,NA,NA,NA,3724,NA,NA
143464,NA,NA,NA,6119,NA,NA
143473,NA,NA,NA,5822,NA,NA
143482,NA,NA,NA,6824,NA,NA
143491,NA,NA,NA,6343,NA,NA
143516,NA,NA,NA,7560,NA,NA
143543,NA,NA,NA,9535,NA,NA
143552,NA,NA,NA,6835,NA,NA
143613,4110,6854,6018,4908,9780565,9833181
143659,NA,NA,6221,22541,21547879,23174773
143695,NA,NA,NA,4473,NA,NA
143853,NA,NA,9402,19027,3077818,3273334
143978,NA,NA,6966,6034,12619640,17769220
144005,9846,16806,7380,15606,3632365,5072313
144014,NA,NA,8290,26316,22830880,21828360
144050,49380,49380,17082,83779,5886967760,6539289712
144157,3070,7891,7331,6596,NA,NA
144166,3070,7891,7952,4926,NA,NA
144175,3070,7891,7767,5107,NA,NA
144184,3070,7891,8612,3929,NA,NA
144193,3070,7891,8533,3197,NA,NA
144209,3070,7891,8188,3683,NA,NA
144218,3070,7891,8479,3798,NA,NA
144281,23544,23544,7885,13211,127320098,142621916
144351,28718,28718,4048,8701,18962500,22146857
144467,13324,13324,4518,3064,NA,NA
144485,NA,NA,4577,2556,NA,NA
144564,3975,6375,5751,4658,7947564,8669490
144573,NA,NA,NA,2117,NA,NA
144740,35071,35071,10258,12896,384740000,447196000
144795,NA,NA,NA,5124,NA,NA
144865,5371,13081,10965,6356,4678010,5415305
144883,19545,19545,6218,5079,NA,NA
144892,11108,28088,7893,13142,41053036,43852117
144944,2746,11962,10200,7761,3063078,3182080
144962,33950,33950,7524,8231,89509759,96956552
144971,20060,20060,5969,6400,16035758,16647608
145099,NA,NA,NA,1512,NA,NA
145239,15180,15180,5451,8930,NA,NA
145275,NA,NA,9261,18050,83767705,94719432
145309,NA,NA,NA,5540,NA,NA
145336,9386,17036,6580,14573,1554037,1683098
145354,12363,12363,NA,13687,NA,NA
145372,24360,24360,5888,7370,15124892,16614468
145406,NA,NA,NA,4861,NA,NA
145424,NA,NA,NA,2984,NA,NA
145433,NA,NA,NA,2272,NA,NA
145460,18357,18357,6391,9866,NA,NA
145497,19190,19190,5238,7838,939134,886245
145521,3231,5151,8443,6938,17899635,22415125
145558,NA,NA,9123,17456,64190162,70089700
145600,13634,26024,10600,26053,222001190,269937917
145619,26558,26558,7575,6646,NA,NA
145628,NA,NA,9163,17132,789251,709444
145637,15020,29646,11830,13924,1050492385,1289584273
145646,40844,40844,7863,16167,234587147,247050943
145682,3750,9300,6954,4558,13948690,16619425
145691,29210,29210,7132,9587,140735092,148409451
145707,2954,11070,6434,3651,NA,NA
145725,41645,41645,11923,12262,209874000,222986000
145770,13663,13663,6994,6177,NA,NA
145813,13296,20886,7962,9858,75723420,86100327
145831,3562,10560,7584,4562,0,3339009
145886,NA,NA,NA,7623,125000,124000
146010,14400,14400,5203,12669,NA,NA
146205,2970,9630,6736,4685,5112393,5711110
146241,NA,NA,14510,20947,10063958,10385017
146278,4260,7560,6184,7366,1196550,1557335
146296,3450,10006,9397,5995,10564392,10681233
146339,27530,27530,6422,6450,12532292,15716992
146348,3750,16136,6760,5454,5118549,6263901
146366,3808,13088,8319,4477,6663828,5853099
146393,25173,25173,5396,5216,NA,NA
146418,3810,14610,6224,5037,1039335,1068867
146427,40497,40497,6984,12518,98752347,124428259
146454,NA,NA,NA,11653,NA,NA
146472,3388,10262,9750,5657,1033008,1255947
146481,41172,41172,8141,10279,77791034,83284791
146490,NA,NA,NA,4565,NA,NA
146506,3459,13084,6013,3810,2,1
146533,NA,NA,5210,9806,9432410,10550244
146603,3388,10392,7247,6761,NA,NA
146612,27830,27830,9078,8524,48001340,56328687
146667,16050,16050,5271,5688,8621202,4711233
146676,17500,17500,5010,3991,39892256,39173252
146685,2748,7716,8737,5422,3534185,4229766
146700,NA,NA,4760,5954,NA,NA
146719,37412,37412,9929,11731,461949000,538523000
146728,NA,NA,5452,39052,30508537,42184551
146755,27067,27067,6342,10469,2087096,2337728
146791,NA,NA,NA,8882,NA,NA
146807,NA,NA,NA,4427,NA,NA
146816,12820,12820,3861,3490,NA,NA
146825,23600,23600,5323,6867,8721734,10470469
146977,NA,NA,6827,29847,79234168,87044035
147004,3164,12085,10046,5016,3365451,3516281
147013,26900,26900,6728,5719,30879206,36769842
147031,NA,NA,8030,17333,11856776,12501807
147129,19600,19600,6261,9340,726219,1087430
147165,16230,16230,3974,3974,NA,NA
147244,29620,29620,5818,8907,113797731,124943233
147341,33200,33200,6814,10582,87233884,99214230
147369,11348,11348,5599,8542,36461302,37546512
147378,3936,10146,6477,4142,NA,NA
147396,15590,15590,4397,7803,NA,NA
147411,3508,9652,8381,5337,NA,NA
147439,NA,NA,NA,3886,NA,NA
147536,12867,12867,6176,6238,29844250,32302322
147590,NA,NA,4987,8484,3594371,3600836
147642,NA,NA,NA,2276,NA,NA
147660,34230,34230,8104,8701,96838694,109479725
147679,24600,24600,7895,6923,70471011,77272025
147697,NA,NA,7197,11617,16617578,18338192
147703,13505,22784,7828,12837,62194993,73452586
147749,17265,17265,4287,7574,NA,NA
147767,47251,47251,15044,37339,6283130000,7501116000
147776,8868,16164,7022,12341,6306915,7739493
147800,3061,10418,9934,6933,NA,NA
147819,NA,NA,NA,4079,NA,NA
147828,31390,31390,7004,4911,23094896,23977156
147916,3945,14355,7810,5474,5544506,6093682
147970,NA,NA,NA,7762,NA,NA
148007,3372,9084,7473,3226,705821,727857
148016,26850,26850,7295,21358,339231224,374416385
148098,NA,NA,NA,4059,NA,NA
148131,26572,26572,5651,5645,17680729,18137759
148140,12027,12027,4406,2442,NA,NA
148177,17488,17488,5700,6246,NA,NA
148256,3000,4650,5989,3629,2131394,2354984
148292,3444,13164,6570,6608,16356974,15760541
148335,23700,23700,7165,5317,52629328,42607362
148380,3044,14774,7102,5496,5084282,6039795
148399,10964,10964,3764,3914,NA,NA
148405,27530,27530,5306,6256,11863940,13351806
148487,26900,26900,7939,10315,80721776,89803787
148496,29770,29770,6819,10312,23872401,28692487
148511,NA,NA,11304,15458,NA,NA
148575,NA,NA,6799,8926,NA,NA
148584,28790,28790,7694,5821,14401149,15321950
148593,NA,NA,6795,25848,1595125,1703175
148627,30100,30100,7740,8417,10355663,12245230
148654,11367,20517,7553,10299,11497622,14026261
148672,3146,9754,5859,3692,1955427,2597414
148724,NA,NA,8252,39671,15528414,19270483
148821,3040,5088,6648,5829,883224,889314
148849,32499,32499,4723,8987,883840,900947
148876,9576,9576,5085,4298,694382,115673
148885,NA,NA,3938,28776,30728584,37799414
148937,2910,4770,5912,4273,3139808,3151017
148955,NA,NA,NA,6261,NA,NA
148982,NA,NA,7886,17894,7965464,8835294
148991,4050,9720,5780,4556,1466393,1523410
149028,NA,NA,6341,9334,4517347,4811657
149204,NA,NA,NA,9999,NA,NA
149222,12248,24871,6882,15675,104545406,126372924
149231,9738,20682,7866,12666,18828655,20853020
149310,13500,13500,3410,2697,NA,NA
149329,12000,12000,3527,18823,NA,NA
149365,4133,11723,7131,4451,NA,NA
149499,NA,NA,NA,9426,NA,NA
149505,25515,25515,6092,10457,8649637,10342709
149514,27360,27360,7129,9396,45637730,51159956
149532,3638,11018,7486,4616,NA,NA
149550,NA,NA,NA,2225,NA,NA
149639,25690,25690,6291,5930,NA,NA
149727,2688,7243,8037,4703,3456451,4105892
149763,NA,NA,7274,8666,1678301,1810798
149772,12217,16533,8439,11581,32134249,43220221
149781,31900,31900,8607,13157,352506144,405027289
149842,3096,11076,8757,6175,2991904,3083991
150048,13730,13730,3669,9080,3988313,5650732
150066,26850,26850,6449,8594,25477000,29581000
